HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.answerA,Answer.answerB,Answer.answerC,Answer.answerD,Answer.answerE,Answer.answerF,Answer.image.label,Answer.question,Approve,Reject
3ULIZ0H1V94DD9JLSG7XL8NL54C15X,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Wed Sep 09 01:18:29 PDT 2020,5,BatchId:4179009;OriginalHitTemplateId:928390828;,2400,86400,Sat Sep 12 01:18:29 PDT 2020,,,3J2UYBXQQLBCB8WBRII3OTEXSAV063,AUOS916878BQE,Submitted,Wed Sep 09 01:38:21 PDT 2020,Wed Sep 09 01:45:20 PDT 2020,Thu Sep 10 01:45:20 PDT 2020,,,,419,0% (0/0),0% (0/0),0% (0/0),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-09-00_26_01.png,Admit to telemetry floor,Admit to intensive care unit,Transfer to angioplasty-capable hospital immediately,Transfer to angioplasty-capable hospital after 24 hours of observation,Transfer to angioplasty-capable hospital only if the patient has reccurent chest pain,,C,"A 55-year-old construction worker is brought to the emergency department 2 hours after awakening with severe left chest discomfort. He appears diaphoretic and uncomfortable. He has no other medical problems and has not seen a physician in 5 years. His blood pressure is 152/88 mm Hg and pulse is 92/min. Examination shows clear lung fields, normal first and second heart sounds, and the presence of a fourth heart sound. His initial EKG shows sinus rhythm with a 3-mm ST-segment elevation in leads V1-V4. The hospital does not have a cardiac catherization laboratory and the closes hospital with angioplasty capabilities is 2 hours away. The patient is given a single bolus dose of Tenecteplase over 10 seconds. His chest discomfort subsides completely, and a repeat EKG 30 minutes after injection shows near-complete resolution of the ST-segment elevation. Which of the following is the best next step in managing this patient?",,
3XDJY5RK5RKBQN6JGZY7RIM4GEYU4M,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:28 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:28 PDT 2020,,,3P529IW9KYKLRXE8H47QGJJYQJILFZ,A1TIO97G4K0ZFF,Approved,Sun Sep 20 10:29:54 PDT 2020,Sun Sep 20 10:32:10 PDT 2020,Mon Sep 21 10:32:10 PDT 2020,Sun Sep 20 12:54:49 PDT 2020,,,136,100% (7/7),100% (7/7),100% (7/7),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-23_02_44.png,CT-guided biopsy of the nodules (25%),Cyclic antineutrophil cytoplasmic antibodies (24%),"Isoniazid, rifampin, ethambutol, and pyrazinamide (15%)",Repeat sputum culture (31 %),Serum angiotensin converting enzyme levels (4%),,D,"A 57-year-old woman returns to the physician because of a worsening, productive cough and generalized
 weakness. She was healthy until approximately 3 months ago when she was diagnosed with her first
 episode of pneumonia and treated with antibiotics. She felt better but had a lingering cough. Three weeks
 ago, she was admitted to the hospital for another episode of pneumonia and was treated with 10 days of
 antibiotics. She has lost approximately 10 pounds (4.5 kg) in these 3 months. One expectorated sputum
 culture from the last admission grew Mycobacterium avium-intrace/lulare complex (MAC) at 20 days
 incubation. Testing for HIV infection was negative.
 Her other medical problems include type 2 diabetes mellitus, allergic rhinitis, and chronic hypertension. She
 gets sinus infections once every 2 to 3 years requiring antibiotics. Four months ago, she was diagnosed witt
 Bell's palsy and was treated with a course of prednisone and acyclovir, with complete recovery. Her
 medications include lisinopril, hydrochlorothiazide, metformin, nasal fluticasone, and loratadine. She has
 never smoked.
 Her temperature is 37.8 C (100.1 F), blood pressure is 112/78 mm Hg, and pulse is 98/min. Examination
 reveals patchy crackles in both lungs. Heart sounds are normal. There are no skin rashes or swollen joints.
 Her chest-x ray and CT scan show multiple nodular opacities with some cavities. Some bronchiectatic
 changes are noted in the right middle lobe and left lingula. Serum chemistries are within normal limits.
 Which of the following is the most appropriate next step in management?",,
3YOAVL4CAZGSCM0TMMXF8A1JIWDZ4G,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:30 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:30 PDT 2020,,,3ZQIG0FLQEFQYOCXLXJW7G30CK6VWM,A26GY351UREN91,Approved,Sun Sep 20 10:06:10 PDT 2020,Sun Sep 20 10:15:13 PDT 2020,Mon Sep 21 10:15:13 PDT 2020,Sun Sep 20 12:55:03 PDT 2020,,,543,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-23_44_47.png,Erythema multiforme,Hepatitis B infection,Infectious mononucleosis,Rocky Mountain spotted fever,Secondary syphilis,,E,"A 29-year-old man comes to the office due to 2 weeks of malaise and body aches. Initially he attributed these symptoms to a viral infection, but yesterday he noticed a skin rash. He has had no cough, chest pain, shortness of breath, nausea, vomiting, or diarrhea. The patient has no significant past medical history. He drinks alcohol socially, smokes marijuana occasionally, and does not use intravenous drugs. He has been sexually active with 2 women over the past year. The patient recently returned from a ski trip to Vermont.
 
 Temperature is 37.8 C(100 F), blood pressure is 112/68 mm Hg, and pulse is 92/min. A diffuse maculopapular rash is seen on the trunk and extremities, with patchy areas of hair loss on the scalp. Sclerae are anicteric. No oral lesions are present. Rubbery palpable lymph nodes are present in the anterior and posterior cervical areas. No murmurs are heard and the lungs are clear on auscultation. The abdomen is soft and nontender and the spleen is not palpable. The penis is uncircumcised with no lesions, ulcerations, or discharge.
 
 Laboratory results are as follows:
 
 Leukocytes 12,000/mm3
 Total bilirubin 1.2 mg/dL
 Alkaline phosphatase 378 U/L
 Aspartate aminotransferase (SGOT) 58 U/L
 Alanine aminotransferase (SGPT) 68 U/L",,
3YD0MU1NC10OU1A4CSFNUTUK0DR7A2,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:31 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:31 PDT 2020,,,3NLZY2D53POIIM4HVKIKSINCXGDQLA,A1JTW2MPQJ183E,Approved,Sat Sep 19 08:57:04 PDT 2020,Sat Sep 19 09:29:53 PDT 2020,Sun Sep 20 09:29:53 PDT 2020,Sat Sep 19 16:41:06 PDT 2020,,,1969,100% (3/3),100% (3/3),100% (3/3),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_40_01.png,Cilostazol,Pentoxifylline,Revascularization therapy,Verapamil,Warfarin,There is no choice F,A,"A 69-year-old woman comes to the physician with right calf pain when walking. The pain has been present for several months but is now starting to limit her daily walks and shopping. It is described as a deep ache or cramp. The pain initially occurred after the patient walked 6 blocks, but now occurs after 2 blocks. It dissipates rapidly with rest. She has no chest pain or leg edema. The patient has a history of hypertension, hyperlipidemia, diet-controlled type 2 diabetes mellitus, and cigarette use. She has reduced her smoking to about 10 cigarettes a day. Her medications include simvastatin, ramipril, aspirin, calcium, and vitamin D.
 The patientâ€™s blood pressure is 128/77 mm Hg and pulse is 72/min. Cardiac, lung, and abdominal examinations are unremarkable. Her femoral pulses are 2+ and symmetrical. Popliteal and dorsalis pedis pulses on the right feel diminished relative to the left. Her ankle-brachial index is 0.7 on the right and 0.9 on the left.
 Electrocardiogram shows normal sinus rhythm and non-specific ST-segment and T-wave changes.
 After smoking cessation, aggressive risk factor modification, and a supervised incremental walking program, which of the following would be the best next step in management if life-style-limiting claudication persists?",,
3UL5XDRDNBIVO936R1GC0IATJJZ85N,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:59 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:59 PDT 2020,,,340UGXU9DY0D6KNSQX4VPSI3R30UVP,AVB6TWESC2D2N,Approved,Sun Sep 20 02:31:29 PDT 2020,Sun Sep 20 02:48:13 PDT 2020,Mon Sep 21 02:48:13 PDT 2020,Sun Sep 20 09:19:22 PDT 2020,,,1004,100% (4/4),100% (4/4),100% (4/4),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_38_46.png,Add gentamicin to cefazolin,Add rifampin to cefazolin,Change cefazolin to vencomycin,Obtain CT of the chest with contrast,Obtain transesophageal echocardiogram,,E,"A 48-year-old man comes to the emergency department with a 4-day history of shortness of breath and fever. He is a chronic injection drug user. He has a history of a rash secondary to penicillin but has been treated previously for skin abscesses with cephalexin.
 His temperature is 38.5 C (101.4 F). Cardiac examination reveals a faint diastolic murmur at the left sternal border. Skin examination shows needle track marks on both arms.
 All 4 bottles of blood cultures obtained on admission grow Staphylococcus aureus (methicillin-susceptible). Intravenous cefazolin is initiated. A transthoracic echocardiogram reveals 0.9 cm aortic valve vegetation with mild aortic regurgitation and normal left ventricular ejection fraction. On the third day of hospitalization, he is intermittentli febrile and develops respiratory failure. Endotracheal intubation and mechanical ventilation is initiated. Chest x-ray reveals bilateral alveolar opacities consistent with pulmonary edema.
 Which of the following is the best next step in the management of this patient?",,
356TQKY9XEWABDHPFUV9Y2OPAPR78Y,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,3NL0RFNU0FM09BZ1CNZ6AF9SCOJK4C,A3CWDNKSA1CJZJ,Approved,Sat Sep 19 08:23:35 PDT 2020,Sat Sep 19 08:38:39 PDT 2020,Sun Sep 20 08:38:39 PDT 2020,Sat Sep 19 16:40:56 PDT 2020,,,904,100% (13/13),100% (13/13),100% (13/13),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-22_05_11.png,Cardiac catheterization,Coronary calcium score by CT scan,No further testing before surgery,Pharmacologic stress testing,Transthoracic echocardiogram,,E,"A 72-year-old obese woman is scheduled for right knee replacement due to osteoarthritis. She can barely walk due to severe knee pain. She has no chest pain, dyspnea, palpitations, or syncope. The patient has a history of hypertension and diet-controlled diabetes mellitus. She had an uncomplicated cholecystectomy for symptomatic gallstones 10 years ago.
 
 Blood pressure is 152/75 mm Hg and pulse is 75/min and regular. BMI is 32 kg/m2 A 3/6 late-peaking systolic murmur is heard at the right upper sternal border. S2 is soft with paradoxical splitting. The lungs are clear on auscultation. The abdomen is nontender. The right knee is deformed and tender with mild effusion. There is no peripheral edema.
 ECG shows normal sinus rhythm, voltage criteria for left ventricular hypertrophy, and T-wave inversion in leads I, aVL, and V6. Serum creatinine is 1.1 mg/dL.
 
 Which of the following is the best next step in management of this patient?",,
3RBI0I35XD27P07KQMQDKY0BY2AY30,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:58 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:58 PDT 2020,,,3OHYZ19UGC4Y1R0XJG1QUZC1O7AOA4,A3A6BVDDO2M1C9,Approved,Sun Sep 20 01:49:13 PDT 2020,Sun Sep 20 02:04:43 PDT 2020,Mon Sep 21 02:04:43 PDT 2020,Sun Sep 20 09:19:11 PDT 2020,,,930,100% (8/8),100% (8/8),100% (8/8),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_25_55.png,Filgrastim,Leucovorin,Ondansetron,Phenytoin,Trimethoprim-sulfamethoxazole,none,B,"a 40-year-old man with known HIV infection is admitted to the hospital with right arm weakness and difficulty with speech. He was diagnosed with HIV infection eight year age. He has not been adherent with either anti-retroviral treatment or trimethoprim-sulfamethoxazole prophylaxis therapy for several months prior to admission. His most recent CD4 count obtained 12 months age was 150/ÂµL. He does not smoke, drink alcohol, or use intravenous drugs.
 His BNI is 26kg/m2. After a thorough evaluation, a diagnosis of central nervous system toxoplasmosis was established. he was given intravenous fluids and therapy was initiated with sulfadiazine and pyrimethamine.
 Which of the following additional medications should be given to this patient?",,
3PIOQ99R7XLXCVGPY4D3QRS47VNUNB,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,37Q970SNZE7H5VFQUEP633TZHYJS1L,A23BGNP50WTKI2,Approved,Sat Sep 19 08:06:56 PDT 2020,Sat Sep 19 08:19:18 PDT 2020,Sun Sep 20 08:19:18 PDT 2020,Sat Sep 19 16:41:01 PDT 2020,,,742,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-22_03_46.png,Adding clonidine for better blood pressure control,Discontinuation of donepezil,Discontinuation of quinapril,Pharmacologic stress testing,Tilt table testing,no,B,"An 86-year-old woman is evaluated in the office for a 2-month history of lightheadedness with episodes of near-syncope and imbalance that last for seconds. She has had no syncope or falls. The patient lives in a personal care home and performs most of her daily activities with some assistance. Her medical problems include mild Alzheimer dementia, hypertension, coronary artery disease with coronary artery bypass grafting, and mitral valve repair 10 years ago. Her medications include aspirin, quinapril, amlodipine, simvastatin, and donepezil. 
 Her blood pressure is 162/82 mm Hg supine and 155/85 mm Hg standing. Her pulse is 50/min. Pulse oximetry is 96% on room air. She is alert and oriented to time and place. Cardiac examination shows a II/VI holosystolic murmur present at the apex. There are no carotid bruits. Lungs are clear to ausculation. 
 ECG shows sinus bradycardia and QRS complex duration of 98 msec. 
 Which of the following is the best next step in management of this patient?",,
3FJ2RVH25Y533H3TEAKS272SJFN292,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,3GS6S824SQWDQJ3OJ6X5XZ9NQCNWNF,A3CWDNKSA1CJZJ,Approved,Sat Sep 19 08:24:45 PDT 2020,Sat Sep 19 08:57:48 PDT 2020,Sun Sep 20 08:57:48 PDT 2020,Sat Sep 19 16:40:58 PDT 2020,,,1983,100% (13/13),100% (13/13),100% (13/13),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_39_01%20(1).png,Discontinue sacubitril,Increase furosemide,Obtain CT scan of the chest,Perform pulmonary function testing,Prescribe a trial of proton pump inhibitor,,A,"A 72-year-old man with a history of heart failure and reduced ejection fraction comes to the office for follow-up. The patient reports no change in his chronic dyspnea on exertion but says he has had a persistent, nonproductive cough for the past 4 weeks. The cough occurs during the day and night, and he has not been able to get restful sleep. The patient has had no fever, chills, night sweats, or loss of appetite. In the past year, he has had several hospitalizations due to decompensated heart failure, and 6 months ago he was treated with coronary stenting for an episode of non-ST elevation myocardial infarction. A recent echocardiogram revealed a left ventricular ejection fraction of 30%. The patient's other medical problems include hypertension, hyperlipidemia, and osteoarthritis. He takes aspirin, ticagrelor, atorvastatin, furosemide, carvedilol, sacubitril- valsartan, and spironolactone. He smoked a half pack of cigarettes daily for 10 years, but quit at age 40. The patient does not use alcohol or illicit drugs.
 
 Temperature is 36.6 C (98 F), blood pressure is 106/60 mm Hg, pulse is 72/min and regular, and respirations are 16/min. Pulse oximetry shows 96% on ambient air. Weight is 75 kg (165.3 lb), unchanged from previous visits. Physical examination reveals normal nasal and oropharyngeal mucous membranes, poor dentition, normal jugular venous pressure, clear lungs, and a grade 2/6 systolic murmur at the left sternal border. The abdomen is soft and nontender with no hepatosplenomegaly. Trace bilateral lower extremity pitting edema is present.
 
 Chest x-ray reveals no parenchymal opacities.
 
 Which of the following is the most appropriate next step in management of this patient?",,
31ANT7FQN71OHK4ZU5AIDV3SM2P5HZ,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:58 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:58 PDT 2020,,,388U7OUMF705XRUVJ6L1ZO5TQ8KR0R,AVB6TWESC2D2N,Approved,Sun Sep 20 03:04:17 PDT 2020,Sun Sep 20 03:22:29 PDT 2020,Mon Sep 21 03:22:29 PDT 2020,Sun Sep 20 09:19:13 PDT 2020,,,1092,100% (4/4),100% (4/4),100% (4/4),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_31_04.png,Continue antiretrovirals and provide symptomatic therapy only,Continue antiretrovirals and send sputum studies,Hold antiretrovirals and start levofloxacin,Hold antiretrovirals and start prednisone,Repeat interferon-gamma release assay,,B,"A 34-year-old man comes to the emergency department after coughing up blood-streaked, white sputum this morning, following a week of malaise and productive cough. Two months ago, he was evaluated for weight loss and oral thrush and was diagnosed with HIV infection. His initial CD4 count was 55/mmÂ³, and HIV viral load was 1 million copies/mL. Interferon-gamma release assay testing was indeterminate at that time, and he was startet on combination antiretroviral therapy and trimethoprim/sulfamethoxazole. The patient is adherent with his medication regimen.
 Temperature is 38 C (100.4 F), blood pressure is 110/70 mm Hg, pulse is 96/min, and respirations are 16/min. BMI is 17 kg/mÂ². Oxygen saturation is 95% on room air. No thrush is present and no enlarged lymph nodes are palpable. Coarse rhonchi are heard over the left upper lung field. Threre are no skin rashes or edema. Leukocyte count is 5,500/mmÂ³, and chest x-ray reveals a dense consolidation in the left upper lobe. CD4 count is now 240/mmÂ³.
 Which of the following is the best next step in management of this patient?",,
3L60IFZKF2H0XDOUV7BR2S6IRBIHHU,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:30 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:30 PDT 2020,,,3H0W84IWBK14OH9PRDKGKD7XKAQREB,ANURLPQ0CHHGU,Approved,Sun Sep 20 10:21:12 PDT 2020,Sun Sep 20 10:25:52 PDT 2020,Mon Sep 21 10:25:52 PDT 2020,Sun Sep 20 12:55:08 PDT 2020,,,280,100% (5/5),100% (5/5),100% (5/5),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-20-00_29_33.png,Acidification of the urine(0%),Administration of systemic prophylactic antibiotics (1%),Changing of indewelling cathters weekly (14%),Removal of indwelling cathters (82%),Weekly baladder musosal washes with antibiotic misxtures (1%),nil,D,"There has been a continuous increase in the number of urinary tract infections amont residents fof a local long-term care facility over the last 5 yers. Due to comorbidities, many residents are incontinent of urine and have indwelling urinary catheters.",,
37YYO3NWHCPIZX2YNNJPGACM1R2CC1,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:20 PDT 2020,6,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:20 PDT 2020,,,3DY4FPOOA1NLQSVBM39QKHVJKZVVRB,AO2SEJOUWKOCV,Approved,Fri Sep 18 23:11:59 PDT 2020,Fri Sep 18 23:26:28 PDT 2020,Sat Sep 19 23:26:28 PDT 2020,Sat Sep 19 06:53:09 PDT 2020,,,869,100% (5/5),100% (5/5),100% (4/4),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_48_44.png,Colonic angiodysplasia,Hemolytic anemia,Large-vessel vasculitis,Lymphoma,Staphylococcus aureus endocarditis,,B,"A 54-year-old man comes to the physician with fatigue and decreased exercise tolerance over the last 6 months. He denies cough, chest pain, syncope, or weight loss. He had aortic valve replacement with a mechanical valve due to bicuspid aortic valve stenosis 7 years ago. Coronary angiography prior to surgery showed no evidence of coronary artery disease. His medications include warfarin and antacids for occasional heartburn.
 His blood pressure is 122/70 mm Hg and pulse is 89/min and regular. Jugular venous pressure is estimated at 9 cm H2O. A faint early diastolic murmur is heard at the left sternal border. Lungs are clear on auscultation. The liver span is 9 cm, and the tip of the spleen is not palpable. There is no edema of the lower extremities. 
 Laboratory results are as follows:
 Hemoglobin 9.2 g/dL
 Mean corpuscular volume 89 fL
 Platelets 140,000/ÂµL
 International normalized ratio 2.7
 Lactate dehydrogenase, serum 1,600 U/L
 Erythrocyte sedimentation rate 35 mm/h
 Which of the following is the most likely diagnosis?",,
37SDSEDIN81W0R2NQEE0XSXC73U815,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:57 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:57 PDT 2020,,,3DHE4R9OCWAL4BOVIIV3J8K1LXV2GS,A1TVJ4HKOOIL6L,Approved,Sun Sep 20 03:28:26 PDT 2020,Sun Sep 20 03:43:46 PDT 2020,Mon Sep 21 03:43:46 PDT 2020,Sun Sep 20 09:19:08 PDT 2020,,,920,100% (20/20),100% (20/20),100% (20/20),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_22_58.png,Campylobacterjejuni (5),Clostridium perfringens (5),Enterotoxigenic Escherichia coli (7),Staphylococcus aureus (69),Vibrio parahemolyticus (12),,D,"A 48-year-old man comes to the emergency department due to the sudden onset of nausea, vomiting, and cramping abdominal pain. The patient has also had 2 episodes of watery diarrhea. The symptoms began 4 hours after eating at a buffet restaurant, and his sister, who had the same food, experienced similar symptoms. The patient was recently diagnosed with hemochromatosis and is receiving periodic phlebotomy.
 
 Vital signs are within normal limits with no orthostatic changes. The abdomen is soft with mild, generalized tenderness. There is no guarding, rebound tenderness, or hepatosplenomegaly. Bowel sounds are increased.
 
 Laboratory results are as follows:
 
 Hemoglobin 14.0 g/dL
 Platelets 260,000/mm3
 Leukocytes 10,400/mm3
 
 Which of the following is the most likely causative organism of this patient's current illness?",,
32W3UF2EZNKF4TPJU8D7XC0Y9EMC4P,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:31 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:31 PDT 2020,,,3B4YI393V9VHZFEK7X4QZ4G87ZKSSV,APQ5IM562F228,Approved,Sat Sep 19 10:26:27 PDT 2020,Sat Sep 19 10:40:38 PDT 2020,Sun Sep 20 10:40:38 PDT 2020,Sat Sep 19 16:40:55 PDT 2020,,,851,100% (23/23),100% (23/23),100% (17/17),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_40_27.png,Coagulation profile,Dipyridamole myocardial perfusion imaging,Exercise stress test,No further testing,Transthoracic echocardiogram,,D,"A 76-year-old woman comes to the office for preoperative evaluation. She has had worsening pain in her left knee with occasional swelling over the past several months. Her daughter has had to assist with household chores because the patient has difficulty using the stairs due to pain. Two weeks earlier she was seen by an orthopedic surgeon who recommended knee replacement surgery. The patient has no chest pain, although she admits she is not very active due to the knee pain. She also has no palpitations or shortness of breath while lying flat. Her other medical problems include obesity, hypertension, type 2 diabetes mellitus, obstructive sleep apnea, and history of peptic ulcer disease. Current medications include metformin, atorvastatin, and lisinopril. The patient monitors her blood glucose at home, with values around 110 mg/dL. She had a femoral hernia surgery 12 years ago without complications.
 Blood pressure is 132/76 mm Hg and pulse is 72/min. BMI is 33.1 kg/mÂ². Examination shows normal jugular venous distension and no carotid bruits. Heart sounds are normal and the lungs are clear to auscultation.
 Hemoglobin is 12.2 g/dL, creatinine is 0.7 mg/dL, and potassium is 4.3 mEq/L. ECG shows normal sinus rhythm with T-wave inversion in leads III and aVF.
 Which of the following is the most appropriate next step before surgery?",,
